field_1,Name,Hanzi,Polity,location,Latitude,Longitude,field_8,field_9,field_10
,Liufen,??,Zheng,Unk,40.7011879,-99.1014292,Xuan 9.8,,
,Long,?,Lu,"SE of Tai’an Co ???, Shandong",36.1999399,117.0884,Cheng 2.1,,
,Loulin,??,Que,"NE of Si Co ??, Anhui",33.6514899,118.09,"Xi 15.11(C), 15.7, 17.1",,
,Lower Yin,??,Chu,"NW of Guanghua Co ???, Hubei",30.5453899,114.34234,Zhao 19.1,,
,Lu,?,"Dom, CN Ji ?","Cap near Qufu ??, Shandong",35.53986,117.04719,Yin preface et passim. See map 1.,,
,Lù .,? (1),"Di ? land, then Jin.","NE of Lucheng Co ???, Shaansi.",36.3335642,113.2922553,Wen 11.5; Xuan 15.3; Ding 14.9.,,
,Lu . . .,? (2),Qi,Unk,40.7011879,-99.1014292,"Ai 8.6, 17.5",,
,Lú . .   .,? (1),Qi,"SW of Changqing Co ???, Shandong.",36.5566699,116.74272,"Yin 3.6; Cheng 17.6, 17.9; Xiang 18.3, 29.16",,
,Lu,? (2).,Chu,"E of Nanzhang Co ???, Hubei.",31.7747099,111.83902,"Wen 14.10, 16.4.",,
,Lü  .,? (1).,Chu,"W of Nanyang City ???, Henan.",32.68649,112.60989,Cheng 7.5.,,
,Lü . .,? (2),Song,"SE of Xuzhou City ???, Jiangsu.",34.2043999,117.28577,Xiang 1.3.,,
,Luan,?,Jin,"N of Luancheng Co ??? and Zhao Co ??, Hebei",37.88704,114.65866,Ai 4.3,,
,Luliu,??,Jin,"N of Linyi Co ???, Shanxi",35.1447099,110.77408,Xi 24.1,,
,Lun,?,Wei,"SE of Yucheng Co ???, Henan",34.406742,115.864501,Ai 1.2,,
,Luo,?,Song,"Same as Cheng ? P, NW of Huaiyang Co ???, Henan.",33.7314999,114.88614,Xi 1.4.,,
,Luo . .,? (1),Jin,"SE of Dali Co ???, Shaanxi.",34.7956039,109.9420041,Xuan 15.5,,
,Luo,? (river) (2),Zhou,Modern Luo River ??,34.8,113.0666667,Xuan 3.3; Zhao 17.4,,
,Luo,?,"Dom, CN Xiong ?",Unk,40.7011879,-99.1014292,"Huan 12.4, 13.1",,
,Luo,?,Qi,"Modern Baotu Spring ???, Jinan Co ???, Shandong",36.66119,117.015954,"Huan 18.1(C), 18.1",,
,Luogu,??,Qi,"P, in Pingyin Co ???, Shandong",36.27467,116.48559,"Min 1.4(C), 1.4",,
,Luoyi,??,Zhou,"Modern Luoyang City ???, Henan",34.6181299,112.45402,Huan 2.2,,
,Lüqiu . .,??,"Zhu, later Lu","NE of Zou Co ??, Shandong.",35.2910599,117.13367,"Xiang 21.2(C), 21.2.",,
,Lurong .,??,"Dom, CN Wei ?.","NE of Nanzhang Co ???, Hubei.",31.7747099,111.83902,Huan 13.1.,,
,Lushang,??,Song,"SW of Juye Co ???, Shandong",35.3963299,116.09495,"Xi 21.2(C), 21.1",,
,Luxian .,??,,"NE of Lushan Co ???, Henan.",33.7385399,112.90802,Zhao 29.4.,,
,Ma,?,Chu,"NE of Dangshan Co ???, Anhui",34.5605699,116.3356299,"Zhao 4.7, 5.8",,
,Maling,??,Que,"SE of Daming Co ???, Hebei",36.2846489,115.1576326,"Cheng 7.6(C), 7.4, 7.5",,
,Man,?,Wei,"SE of Ruyang Co ???, Henan",34.004797,112.480076,Zhao 16.2,,
,Man,?,Zheng,Unk,40.7011879,-99.1014292,Cheng 3.1,,
,Manshi,??,Wei,"P, modern Rongman ??, Ruyang Co ???, Henan",34.004797,112.480076,Cheng 6.4; Zhao 16.2; Ai 4.2.,,
,Mao .,?,"Dom, CN Ji ?.","In Yiyang Co ???, Henan.",34.52253,112.17772,Xi 24.2,,
,Mao,?,"Dom, later Zhu","NW of Jinxiang Co ???, Shandong",35.0666099,116.31148,Xi 24.2; Xiang 12.3; Ai 7.4.,,
,Mao Ford . .,??,Jin,"Ford on the Yellow River ??. In Pinglu Co ???, Shanxi.",34.8346699,111.19474,Wen 3.4.,,
,Maorong  .,??.,Wei,"W of Jiyuan Co ???, Henan.",35.0745099,112.60383,Cheng 1.1,,
,Maoshi,??,Wei,"NW of Puyang Co ???, Henan",35.5764999,115.26089,Xiang 26.3,,
,Mashou,??,Jin,"Modern Mashou Town ???, S of Shouyang Co ???, Shanxi",37.82729,113.14768,Zhao 28.3.,,
,Masui  .,??.,Qin,"N of Jingyang Co ???, Shaanxi.",34.55268,108.84587,Cheng 13.3,,
,Maxing,??,Qi,"SW of Yidu Co ???, Shandong",36.69808,118.47971,Cheng 2.3,,
,Mei,?,Qi,"Yucheng Co ???, Shandong",36.97169,116.68383,Ding 9.4; Ai 15.4,,
,Mei,?,Lu,"S of former Shouchang Co ???, Shandong",36.6682599,117.02076,"Zhuang 28.4(C), 28.5",,
,Meishan,?? (mountain),Zheng,"On the border between Zhengzhou Co ??? and Xinzheng Co ???, Henan",34.39603,113.73097,Xiang 18.4,,
,Meng,?,Cao,"NW of Heze Co ???, Shandong",35.15129,115.50733,Zhao 20.2(C),,
,Meng,?,Lu,"E of Mengyin Co ???, Shandong",35.71028,117.96046,Ai 17.6,,
,Meng Ford,??,Jin,"Yellow River ??, S of Meng Co ??, Henan",34.9073499,112.79134,Zhao 4.3,,
,Meng Marsh . .,??,Song,"N of Shangqiu Co ???, Henan.",34.557344,115.621216,Zhuang 12.1,,
,Mengmen,??,Jin,"W of Hui Co ??, Henan",35.4621199,113.8054,Xiang 23.4,,
,Mi,?,Zheng,"In Mi Co ??, Henan",34.5395199,113.39044,Zhuang 21.1,,
,Mi,? (1),Lu,"N of Fei Co ??, Shandong",35.278287,117.979969,Min 2.3,,
,Mi,? (2),Ju,"E of Changyi Co ???, Shandong",36.9598,119.38951,"Yin 2.7(C), 2.6",,
,Mian,? (1),Zheng,Unk,40.7011879,-99.1014292,Wen 1.5,,
,Mianshang,??,Jin,"Foot of modern Mount Jie ??, Jiexiu Co ???, Shanxi",37.0270999,111.91672,Xi 24.1; Xiang 13.3; Ding 6.6.,,
,Miao . .,?,Jin,"SW of Jiyuan Co ???, Henan.",35.0670699,112.60273,Xiang 26.10,,
,Mie,?,Lu,"Possibly the same place as Gumie ?? E of Sishui Co ???, Shandong.",35.55034,117.24158,"Yin 1.2(C), 1.2; Huan 17.2.",,
,Min . .,?,Song,"NE of Jinxiang Co ???, Shandong.",35.0666099,116.31148,"Xi 23.1(C), 23.1, 26.7(C), 26.6",,
,Ming,?,Yue,"Between Guangde Co ???, Anhui, and Changxing Co ???, Zhejiang",30.9904799,119.9040119,Ai 19.1,,
,Ming,?,Yu,"NE of Pinglu Co ???, Shanxi",34.8369158,111.201448,Xi 2.2,,
,Ming’e . .,??,Chu,"Narrow pass. Modern Pingjingguan ???, Henan and Hubei border.",31.861764,113.932096,Ding 4.3.,,
,Minglu  . .,??,Chen,"W of Luyi Co ???, Henan.",33.8600899,115.48443,Cheng 16.9.,,
,Mingyan,??,Zheng,"N of Qi Co ??, Henan",34.7657099,113.75322,Cheng 16.4,,
,Mixu,??,Dom,"P, W of Lingtai Co ???, Gansu",35.0654099,107.62126,Zhao 15.7; Ding 4.1,,
,Mizuo,??,Split between Zheng and Song,Unk,40.7011879,-99.1014292,Ai 12.6,,
,Mou,?,Dom dependent upon Lu,"E of Laiwu County ???, Shangdong",36.2546,117.75535,"Huan 15.8(C); Xi 5.3(C), 5.3.",,
,Moulou . .,??,Ju,"Modern Louxiang ??, Zhucheng Co ???, Shandong.",35.9958299,119.4098299,"Yin 4.1(C); Zhao 5.4(C), 5.6.",,
,Mound of Shaohao  .,????.,Lu,In Qufu ??.,35.4746899,117.24542,Ding 4.1,,
,Mound of Xia,??,Jin,"Taiyuan City ??? or E of Yicheng Co ???, Shanxi",35.7382299,111.71836,Ding 4.1.,,
,Mound of Yin .,?? / ??,,"Area in Qi Co ??, Henan.",35.609104,114.193231,Ding 4.1,,
,Mount Hua,??,Jin,"Modern Hua Mountain ??, Shaanxi",34.477861,110.084789,Xi 15.4,,
,Mount Huabuzhu,???,Qi,"NE of Jinan City ???, Shandong",36.6518399,117.12009,Cheng 2.3,,
,Mount Lai,??,Chu,"S of Guangshan Co ???, Henan",32.0099699,114.91878,Zhao 5.8,,
,Mount Liang,??,Jin,"In Hancheng Co ???, Shaanxi",35.47754,110.47562,"Cheng 5.4(C), 5.4",,
,Mount Miji,??,Qi,"Modern Qianfo Mountain ???, Jinan City ???, Shandong",36.636653,117.036043,Cheng 2.3.,,
,Mount Sang . . .,??,Zheng,Unk,40.7011879,-99.1014292,Zhao 16.6,,
,Mount Shou,?? (1),Jin,"Modern Leishou Mountain ???, Yongji Co ???, Shanxi",34.8671599,110.44773,Xuan 2.3,,
,Mount Shou,?? (2).,,"S of Xiangcheng Co ???, Henan.",33.8507199,113.50669,Ai 13.4.,,
,Mount Tu .,??,,"SE of Huaiyuan Co ???, Anhui.",33.01452,116.95442,Zhao 4.3; Ai 7.4.,,
,Mount Wu,??,Qi,"NW of Feicheng Co ???, Shandong",36.13762,116.57356,Xiang 18.3,,
,Mount Yuchi .,??,,"NW of Pingdingshan City ????, Henan.",33.7660899,113.19241,Xiang 18.4.,,
,Mount Zhiji  .,????.,Chu,"Modern Chichu ??, S of Chao Co ??, Anhui.",31.8615699,117.28565,Zhao 5.8.,,
,Muling  . .,??.,Qi,"N of Macheng Co ???, Hubei",31.18199,114.94196,Xi 4.1.,,
,Mumen,??,Jin,"NW of Hejian Co ???, Hebei",38.4454799,116.099,Xiang 27.3,,
,Muqiu . .,??,Lu,"NE of Liaocheng Co ???, Shandong.",36.4625,115.87156,"Xi 15.3(C), 15.1.",,
,Nachu,??,Chu,"SE of Jingmen Co ???, Hubei",30.95195,112.26979,Zhuang 18.5,,
,Nan’gang  .,??.,Chu,"N of Huoshan Co ???, Anhui.",31.40596,116.35411,Zhao 31.4.,,
,Nanhuai.,??.,Chu,"Between the Yangzi ?? and Huai Rivers ??, Anhui.",32.7952408,116.9827042,Zhao 5.8.,,
,Nanli  . . .,?? (1),Song,Unk,40.7011879,-99.1014292,"Zhao 21.3(C), 21.4, 22.2(C).",,
,Nanli,?? (2),Zheng,"S of Xinzheng Co ???, Henan",34.39603,113.73097,Xuan 3.6; Xiang 2.11; Ai 27.5.,,
,Nanyang  .,??.,Jin,"Xinxiang Area ????, Henan.",35.1907899,113.80516,"Xi 25.2; Wen 1.5; Zhao 1.15, 15.7",,
,Ni,? (2),Qi,Unk,40.7011879,-99.1014292,Xiang 6.7,,
,Niebei,??,Qi,"Modern Boping Town ???, Chiping Co ???, Shandong",36.587969,116.117664,Xi 1.2(C),,
,Ning,?,Jin,"NW of Huojia Co ???, Henan",35.2596199,113.65716,Wen 5.5; Ding 1.1,,
,Ningfeng,??,Qi,Unk Near border of Qi and Lu.,40.7011879,-99.1014292,Zhao 5.1,,
,Ningmu,??,Lu,"In Yutai Co ???, Shandong",34.96956,116.55165,"Xi 7.4(C), 7.3",,
,Niushou,??,Zheng,"Slightly NE of Tongxu Co ???, Henan",34.4804399,114.46741,Huan 14.4; Xiang 10.8.,,
,Nizhi . .,??,Jin,"SE of Wan Co ??, Hebei.",38.844552,115.132617,Ai 4.3,,
,"Old Jiang . , .",??,Jin former cap,"SE of Yicheng Co ???, Shanxi.",35.7382299,111.71836,Cheng 6.5.,,
,Pei,? (marsh),Qi,Unk,40.7011879,-99.1014292,Zhao 20.7,,
,Peng,? (river),Chu,"Modern Nanhe River ??, originating SW of Fang Co ??, Hubei",32.06158225,111.3649894,Huan 12.4,,
,Pengcheng,??,Song,"Modern Xuzhou City ???, Jiangsu",34.2043999,117.28577,"Cheng 18.5(C), 18.5, 18.8, 18.12, 18.14; Xiang 1.2(C), 1.1, 26.10. See map 2",,
,Pengya,??,Qin,"NE of Baishui Co ???, Shaanxi",35.1770999,109.59102,"Wen 2.1(C), 2.1, 2.6",,
,Pi,?,Jin,"Near modern Shaoyuan Township ???, W of Jiyuan Co ???, Henan",35.0745099,112.60383,Wen 6.5.,,
,Pi . .,?,Jin,"N of Jun Co ??, Henan.",35.6761699,114.55078,Ding 14.6,,
,Pilu,??,Jin,Unk,40.7011879,-99.1014292,Xi 27.4; Zhao 29.5,,
,Ping,?,"Ji, later taken by Qi","W of Anqiu Co ???, Shandong",36.36104,119.16773,Zhuang 1.8(C),,
,Pingling,??,Jin,"NE of Wenshui Co ???, Shanxi",37.4384299,112.0285,Zhao 28.3,,
,Pingqiu,??,Wei,"E of Fengqiu Co ???, Henan",35.0411899,114.41861,"Xiang 31.1; Zhao 13.4(C), 13.5(C), 13.3, 14.7, 15.6, 19.8",,
,Pingshou,??,Wei,Unk,40.7011879,-99.1014292,Zhao 20.4,,
,Pingyang,?? (1),"Lu, East Pingyang ???","NW of Xintai Co ???, Shandong",35.77757,117.80172,"Xuan 8.9(C), 8.6.",,
,"Pingyang . ,",?? (2),Lu,"West Pingyang ???. Modern area governed by Zou Co ??, Shandong.",35.2910599,117.13367,Ai 27.1.,,
,Pingyang . .,?? (3),Jin,"Modern Linfen City ???, Shanxi.",36.0882199,111.51962,Zhao 28.3,,
,Pingyang  . . .,?? (4),Wei,"SE of Hua Co ??, Henan",35.5753399,114.5193,Ai 16.4.,,
,Pingyin,?? (1),Qi,"NE of Pingyin Co ???, Shandong",36.27467,116.48559,"Xiang 18.3, 21.8, 23.4, 25.2; Zhao 25.6",,
,Pingyin,?? (2),Zhou,"N of Mengjin Co ???, Henan",34.8257301,112.4453496,See also Yin ?. Zhao 23.1.,,
,Pingzhi . .,??,Zhou,"Near Luoyang City ???, Henan.",34.6181299,112.45402,Xiang 30.6; Zhao 22.5,,
,Pingzhong,??,Jin,"Near Tang Co ??, Hebei",38.7478999,114.98295,Ding 3.2,,
,Pingzhou,??,"Qi, border of Qi and Lu","W of Laiwu Co ???, Shandong",36.2546,117.75535,"Xuan 1.6(C), 1.5.",,
,Pingzhuang  . .,?? (name of a mound or hill).,Wei,Unk,40.7011879,-99.1014292,Ai 26.1,,
,Pixie,??,Chu,"Near Jiangling Co ???, Hubei",30.04166,112.42398,Ding 5.7,,
,Pu,? (1),Wei,"E of Changyuan Co ???, Henan",35.0744299,114.7629,"Huan 3.2(C), 3.3; Cheng 9.2(C), 9.2; Zhao 11.10; Ai 25.1",,
,Pu,? (2),Jin,"NW of Xi Co ??, Shanxi",36.6934399,110.94049,"Zhuang 28.2; Xi 4.6, 5.2, 23.6, 24.1",,
,Pu,? (1),Chen,"SE of Bo Co ??, Anhui",31.8615699,117.28565,"Yin 4.6(C), 4.5",,
,Pu,? (2),Wei,"In Hua Co ?? and Yanjin Co ???, Henan",35.1419399,114.20515,Ai 25.1,,
,Pu,? (river),Chu,"Flows within Heze Co ???, Shandong",35.15129,115.50733,Zhao 9.2; Ai 27.3,,
,Puche,??,Zhou,"In Gong Co ??, Henan",34.7479799,113.02206,Zhao 22.5,,
,Pugu .,??,,"SE of Boxing Co ???, Shandong.",37.1529899,118.11096,Zhao 9.3.,,
,Puhou residence,???,Ju,"Near Ju Co ??, Shandong",35.5799699,118.83687,Xiang 23.7,,
,Pusao,??,Dom,"NW of Yingshan Co ???, Hubei",30.7351799,115.68143,Huan 11.2,,
,Pusui .,??,,"SW of Suining Co ???, Jiangsu.",34.06379,117.6434,Zhao 16.2.,,
,Putian,??,"Zheng, P Yuanpu ??",Unk,40.7011879,-99.1014292,Ding 4.1,,
,Q? .,?,"Dom, CN Si ?.","SE of Changle Co ???, Shandong.",36.7070199,118.82984,Yin 4.1(C) et passim. See map 2.,,
,Qi,?,Jin,"SE of Qixian ??, Shanxi",37.369018,112.381197,Zhao 28.3,,
,Q? . .,?,Wei,"N of Puyang Co ???, Henan.",35.5764999,115.26089,"Wen 1.9(C), 1.5, 1.6, 8.1; Cheng 7.6, 14.5, 15.3(C), 15.1, 17.4; Xiang 1.2, 2.6(C), 2.9(C), 2.7, 5.7(C), 5.8, 14.7(C), 14.4, 14.9, 26.2(C), 26.2, 26.3, 26.7, 29.13; Zhao 7.11, 11.6, 11.10; Ai 2.4(C), 2.2, 2.3, 3.1(C), 3.1, 15.5, 16.1(C). See map 3.",,
,Qi,?,"Dom, CN Jiang ?","Cap Linzi ?? near modern-day Linzi City ???, Shandong",36.85287,118.302,Yin 3.6 et passim. See map 1.,,
,"Qi . , .",?,Zhu later Lu.,Unk,40.7011879,-99.1014292,"Xiang 21.2(C), 21.2; Ding 15.14(C), 15.9",,
,Qian,?,Qi,"N of Jun Co ??, Henan",35.6761699,114.55078,Ding 14.6(C),,
,Qian,? (1),Dom,"S of Huoshan Co ???, Anhui",31.40596,116.35411,"Zhao 27.2, 31.4",,
,Qian,? (2),Lu,"Modern Jining City ???, Shandong",35.4145899,116.58724,"Yin 2.1(C), 2.1",,
,Qian,?,Wei,"Near Puyang Co ???, Henan",35.5764999,115.26089,Cheng 6.4,,
,Qiancheng,??,Zhou,"SE of Luoyang City ???, Henan",34.6181299,112.45402,Zhao 22.5,,
,Qiangren,??,Zhou,"NE of Xin’an Co ???, Henan",34.7281799,112.13242,Zhao 23.3,,
,Qianmu,??,Jin,"N of Anze Co ???, Shanxi",36.1478099,112.25013,Huan 2.8,,
,Qin,? (1),"Dom, CN Ying ?","Capital at Yong ?, S of Fengxiang Co ???, Shaanxi",34.5211399,107.40076,Huan 4.3 et passim. See map 1.,,
,Qin . .,? (2),Lu,"S of former Fan Co ??, Shandong.",36.6682599,117.02076,Zhuang 31.5(C),,
,"Qing. ,",? (1),Jin,same place as Qingyuan ??.,35.6015493452,110.9850022977,"Xuan 13.3, 13.4.",,
,Qing,? (2),Wei,"S of Dong’e Co ???, Shandong",36.3350299,116.24773,"Yin 4.3(C), 4.2",,
,Qingfa,?? (river),Chu,"Modern Yun River ??, Anlu Co ???, Hubei",31.2555399,113.68913,Ding 4.3.,,
,Qingqiu . .,??,Wei,"SE of Puyang Co ???, Henan.",35.5764999,115.26089,"Xuan 12.6(C), 12.7, 13.2, 13.5; Zhao 11.4",,
,Qingqiu,??,Split between Zheng and Song,Unk,40.7011879,-99.1014292,Ai 12.6,,
,Qingyuan,??,Jin,"SE of Jishan Co ???, Shanxi",35.6040099,110.98311,Xi 31.4; Cheng 18.1,,
,Qiong,?,Chu,"SW of Huoqiu Co ???, Anhui",32.33721,116.27533,Zhao 27.2,,
,Qionggu,??,Zhou,"E of Luoyang City ???, Henan",34.6181299,112.45402,Ding 7.3,,
,Qiongsang .,??,,"Qufu Co ???, Shandong.",35.53986,117.04719,Zhao 29.4.,,
,Qiqiu,??,Qi,Unk,40.7011879,-99.1014292,Wen 16.2,,
,Qiu,?,Chu,"N of Zhongxiang Co ???, Hubei",31.1679699,112.58817,Zhuang 19.1,,
,Qiu Palace,??,Wei,"In cap SW of Puyang Co ???, Henan.",35.5764999,115.26089,Xiang 14.4,,
,Qiuhuang,??,Chu,"In Xinyang Co ???, Henan",32.1471399,114.09279,Zhao 25.11,,
,Qiuyou,??,Lu,Unk,40.7011879,-99.1014292,Zhao 4.8,,
,Qiuyu,?? (1),Lu,"In Fei Co ??, Shandong",35.278287,117.979969,Ai 14.4,,
,Qiuyu,?? (2),Qi,"In Yidu Co ???, Shandong",36.69808,118.47971,Cheng 2.3,,
,Qiuyu,?? (3),"Zheng, eastern area",Unk,40.7011879,-99.1014292,Cheng 3.1,,
,Qiyang,?? / Qi ?,Qin,"In Qishan Co ???, Shaanxi",34.4434599,107.62101,"Zhao 4.3, 9.3",,
,Qu,?,Zhou,"In Luoyang City ???, Henan",34.6181299,112.45402,Zhao 26.7,,
,Quan,?,Chu,"SW of Ye Co ??, Henan",33.6268299,113.35737,Zhao 25.11,,
,Quan,?,"Dom, wiped out by Chu","SE of Dangyang Co ???, Hubei",30.8211799,111.78833,Zhuang 18.5.,,
,Quanqiu .,??,Lu.,"Between Ningyang Co ??? and Sishui Co ???, Shandong.",35.7605999,116.80112,Zhao 11.4.,,
,Quanqiu . .,?? (1),Wei,"NW of Yongcheng Co ???, Henan.",33.9291499,116.44946,Xiang 1.3,,
,Quanqiu,?? (2),Song,"N of Cao Co ??, Shandong",36.6682599,117.02076,Yin 8.1; Xiang 10.5,,
,Quchi,??,Lu,"NE of Ningyang Co ???, Shandong",35.7605999,116.80112,"Huan 12.2(C), 12.1",,
,Quchu,??,Probably the same place as Quru ??,Unk,40.7011879,-99.1014292,Ding 15.7(C),,
,Que Pass,??,Zhou,"Modern Longmen ??, S of Luoyang City ???, Henan",34.57949,112.4758,Zhao 26.7.,,
,Que’an . .,??,Chu,"Modern area spans from N of Tongling City ??? to N bank of Yangzi River ??, S of Wuwei Co ???, Anhui.",31.3187699,117.88726,Zhao 5.8.,,
,Quewai . .,??,Zhou,"N of Yichuan Co ???, Henan.",34.40629,112.44778,Ding 6.5,,
,Quji,??,Song,"SE of Lankao Co ???, Henan",34.814433,114.819486,"Zhao 25.7(C), 25.8, 26.4",,
,Quliang,?? (1),"Lu ?, later taken by Jin","N of Lucheng Co ???, Shanxi",36.3335642,113.2922553,Xuan 15.3.,,
,Quliang .,?? (2),,"NE of Handan City ???, Hebei.",36.6255599,114.53918,Xiang 3.7,,
,Qupu,??,Wei,Unk,40.7011879,-99.1014292,Ding 8.14(C),,
,"Quqiu . ,",?? (1),Qi,"Kuiqiu ??. W of Linzi District ???, Zibo City ???, Shandong.",36.7993999,118.38912,Zhao 11.10.,,
,Quqiu,?? (2),Ju,"SE of Ju Co ??, Shandong",35.5799699,118.83687,Cheng 9.10,,
,Quru,??,Probably the same place as Quchu ??,Unk,40.7011879,-99.1014292,Ding 15.5,,
,"Quwo . ,",?? (1),Jin,"cap. E of Wenxi Co ???, Shanxi.",35.406317,111.341279,"See also Xincheng ?? (1). Yin 5.5; Huan 2.8, 9.3; Zhuang 28.2; Min 1.6; Xi 4.6, 24.1, 32.3; Xiang 16.1, 23.7(C). See map 3.",,
,Quwo . .,?? (2),Jin,"Modern Quwo Town ???, S of Xia Co ??, Henan.",34.7205399,111.10338,"Xiang 23.3, 23.6.",,
,Raojiao,??,Cai,"SE of Lushan Co ???, Henan",33.7385399,112.90802,Cheng 6.11; Xiang 26.10,,
,Ren,?,Wei,"P, on boundary of old Jun Co ??, near Danjiangkou ???, Hubei",32.60447,111.51543,Wen 16.4.,,
,Ren . .,? (1),Jin,"SE of Ren Co??, Hebei.",37.1209199,114.67132,Ai 4.3,,
,Ren,? (2),"Dom, CN Feng ?","Modern Jining City ???, Shandong",35.4145899,116.58724,Xi 21.4,,
,Renren,??,Zhou,"Near Luoyang City ???, Henan",34.6181299,112.45402,Zhao 22.5,,
,Rongcheng,??,Xu,"SE of Lushan Co ???, Henan",33.7385399,112.90802,Ding 4.7(C),,
,Ru,??,Jin,Banks and valley of Ru River ??,32.700476,115.082804,"Cheng 17.7; Zhao 7.2, 29.5; Ai 1.1, 17.4.",,
,Rui . . .,?,"Dom, CN Ji ?","S of former Chaoyi Co ???, Shanxi.",37.8734299,112.56272,"Huan 3.8, 10.3; Zhao 9.3",,
,Ruli . .,??,,Unk,40.7011879,-99.1014292,"Wen 10.5(C), 10.4",,
,Ruo,? (1),Wei,"SE of Yicheng Co ???, Hubei",31.70838,112.26705,Ding 6.4,,
,Ruo . .,? (2),Chu,"SW of Xichuan Co ???, Henan. Sometimes called “Lower Ruo” ?? and probably a continuation of the same river listed above.",32.737039,111.758363,"Xi 25.3; Wen 5.5(C), 5.2; Ai 17.4. See map 4.",,
,Ruqing . .,??,Chu,"Between Yangzi ?? and Huai Rivers ??, Anhui.",32.7952408,116.9827042,Zhao 5.8.,,
,Ruyin . .,??,Chu,"Between Jia Co ?? and Ye Co ??, Henan.",33.9717999,113.21262,Cheng 16.1.,,
,Sai Pass,??,Lu,Unk,40.7011879,-99.1014292,Zhao 5.1,,
,Sangquan,??,Jin,"NE of Linjin Town ???, Linyi Co ???, Shanxi",35.095681,110.554522,Xi 24.1.,,
,Sangsui  .,??.,Cai,"E of Queshan Co ???, Henan.",32.762655,114.02833,Cheng 6.11; Xiang 26.10,,
,Sangtian,??,Jin,"Modern Chousangyi ???, Lingbao Co ???, Henan",34.624865,110.866815,Xi 2.5; Cheng 10.4.,,
,Santu  (mountain).,??,,"Modern Santu Mountain ???, N bank of Yi River ??, SW of Gao Co ??, Henan.",34.44675365,112.4887091,Zhao 4.1,,
,Sha,?,Same place as Suo ? (2),"Jin E of Daming Co ???, Hebei",36.2846489,115.1576326,,,
,Shalu  (mountain). .,??,Jin,"E of Daming Co ???, Hebei.",36.2846489,115.1576326,"Xi 14.3(C), 14.3.",,
,Shan,?,Zhou,"SW of Meng Co ??, Henan",34.9073499,112.79134,Zhuang 1.3(C) et passim,,
,Shandao,??,Wu,"N of Xuyi Co ???, Anhui",31.8615699,117.28565,"Xiang 5.4(C), 5.5",,
,Shang,?,Dom,Unk,40.7011879,-99.1014292,Huan 2.2,,
,Shangji,??,Zheng,"S of Yu Co ??, Henan",34.7657099,113.75322,Xiang 18.4,,
,Shangliang,??,Jin,"N of Jun Co ??, Henan",35.6761699,114.55078,Ding 14.6,,
,Shangluo,??,Jin,"Shang Co ??, Shaanxi",33.8627299,109.94107,Ai 4.2,,
,Shangming,??,Que,"In Yanggu Co ???, Shandong",36.1144699,115.7913099,Cheng 2.3,,
,Shangmi,??,Chu,"SW of Xichuan Co ???, Henan",33.0333333,111.55,Xi 25.3; Wen 14.10,,
,Shangqiu,??,Song,"Cap Modern Shangqiu City ???, Henan.",34.4142699,115.65635,Xiang 9.1; Zhao 1.12. See map 2.,,
,Shangren. .,??,Que,"In Anyang Co ???, Henan.",36.1598999,114.41365,"Xiang 21.8(C), 21.7, 22.3",,
,Shangyan .  .,??,,"Ancient dom near Qufu Co ???, Shandong",35.53986,117.04719,Ding 4.1.,,
,Shangyang,??,Nanguo,"S of Xia Co ??, Henan",34.7205399,111.10338,Xi 5.8,,
,Shao River,??,Jin,Modern Qin River ??,35.6901499,112.1866,Xiang 23.4,,
,Shaodi,??,Wei,Unk,40.7011879,-99.1014292,Ai 11.6,,
,Shaoliang,??,Qin,"S of Hancheng Co ???, Shaanxi",35.47754,110.47562,Wen 10.1,,
,Shaoling .,??,,"P, E of Yancheng Co ???, Henan.",33.5870499,114.00664,"Xi 4.3(C), 4.1, 5.5; Zhao 4.3, 14.3; Ding 4.2(C), 4.1, 4.2, 4.3. See map 4.",,
,Shaoxi,?? (mountain),Chu,"E of Shang Co ??, Shaanxi",33.8627299,109.94107,Ai 4.2,,
,Sharui,??,Chu,"NE of Huaiyuan Co ???, Anhui",33.0039899,117.25089,Zhao 27.2,,
,Shasui,??,Song,"N of Ningling Co ???, Henan",34.573815,115.318084,"Cheng 16.8(C), 16.6; Xiang 9.7, 22.5.",,
,She . .,?,Zhou,"NE of Gong Co ??, Henan.",34.7479799,113.02206,Zhao 22.5,,
,She,?,Chu,"S of Ye Co ??, Henan",33.6268299,113.35737,"Xuan 3.6; Cheng 15.13(C), 15.7; Zhao 18.7; Ai 16.5.  1.4; Zhuang 6.3, 18.5; Xi 7.2, 25.3, 28.3, 28.4; Wen 16.4; Cheng 6.11, 7.5, 15.3, 16.5; Xiang 26.10; Zhao 4.2(C), 4.3, 11.3(C), 11.2, 13.2, 13.5; Ai 17.4. See map 4",,
,Shen,? (2),Zheng,"E of Gong Co ??, Henan",34.7479799,113.02206,Wen 8.1,,
,Sh?n .,? (1),,"Dom. SW of Fuyang City ???, Anhui.",32.8896299,115.81495,Wen 3.1(C); Cheng 8.2; Xiang 26.10.,,
,Shen,? (1),Cai,"In Runan Co ???, Henan",33.00685,114.3553,"Zhuang 10.5(C), 10.3, 14.3",,
,"Shen . ,",? (2),Wei,"Chengpu ??. Former Linpucheng ???, Fan Co ??, Shandong",36.6682599,117.02076,Xi 28.3.,,
